AccidentType,inckey,Fatalities,Injuries,TrackDamage,EquipmentDamage,HazmatCars,HazmatCarsDerailed,HazmatCarsReleasing,County,DisplayDate,DisplayTime,calendar,Fiscal,AccidentCause,RailroadCodes,RAILEQUIPMENT_TYPE,CauseGroup,CauseDiscipline,TYPE_OF_TRACK,StateName,latitude,longitude,GeoLocation
Derailments,2013:11:NS:107682,0,0,0,14400,0,0,0,ELKHART,11/10/2013 0:00,13:30,2013,2014,"H312,","NS,",7,"H3,","H,",YARD,Indiana,41.677391,-85.978436,"Indiana
(41.677391, -85.978436)"
Derailments,2013:12:NS:108191,0,0,0,26550,0,0,0,ELKHART,12/17/2013 0:00,6:00,2013,2014,"M411,","NS,",7,"M4,","M,",YARD,Indiana,41.677391,-85.978436,"Indiana
(41.677391, -85.978436)"
Derailments,2014:04:NS:109948,0,0,16500,220,0,0,0,ELKHART,4/8/2014 0:00,15:10,2014,2014,"H521,","NS,",1,"H5,","H,",YARD,Indiana,41.677391,-85.978436,"Indiana
(41.677391, -85.978436)"
Derailments,2014:04:NS:110067,0,0,18762,8154,0,0,0,ELKHART,4/16/2014 0:00,24:10:00,2014,2014,"M599,","NS,",7,"M5,","M,",YARD,Indiana,41.677391,-85.978436,"Indiana
(41.677391, -85.978436)"
Derailments,2014:05:NS:110402,0,0,12214,75650,0,0,0,ELKHART,5/11/2014 0:00,3:55,2014,2014,"S006,","NS,",71,"S0,","S,",YARD,Indiana,41.677391,-85.978436,"Indiana
(41.677391, -85.978436)"
Derailments,2014:05:NS:110456,0,0,0,38200,0,0,0,ELKHART,5/14/2014 0:00,19:20,2014,2014,"E04C,","NS,",7,"E0,","E,",YARD,Indiana,41.677391,-85.978436,"Indiana
(41.677391, -85.978436)"
Derailments,2014:07:NS:111398,0,0,0,29988,0,0,0,ELKHART,7/21/2014 0:00,2:06,2014,2014,"M507,","NS,",7,"M5,","M,",YARD,Indiana,41.677391,-85.978436,"Indiana
(41.677391, -85.978436)"
Derailments,2014:08:NS:111945,0,0,228,20400,0,0,0,ELKHART,8/27/2014 0:00,8:40,2014,2014,"T111,","NS,",7,"T1,","T,",YARD,Indiana,41.677391,-85.978436,"Indiana
(41.677391, -85.978436)"
Derailments,2015:01:NS:113657,0,0,1000,117655,0,0,0,ELKHART,1/4/2015 0:00,18:20,2015,2015,"E31C,","NS,",7,"E3,","E,",YARD,Indiana,41.677391,-85.978436,"Indiana
(41.677391, -85.978436)"
Derailments,2015:01:NS:113874,0,0,80343,35756,0,0,0,ELKHART,1/16/2015 0:00,24:50:00,2015,2015,"H020,","NS,",7,"H0,","H,",YARD,Indiana,41.677391,-85.978436,"Indiana
(41.677391, -85.978436)"
Other impacts,2015:03:NS:114749,0,0,6845,167400,0,0,0,ELKHART,3/10/2015 0:00,5:35,2015,2015,"M407,","NS,",7,"M4,","M,",YARD,Indiana,41.677391,-85.978436,"Indiana
(41.677391, -85.978436)"
Other impacts,2015:03:NS:114825,0,0,57372,116200,0,0,0,ELKHART,3/14/2015 0:00,5:25,2015,2015,"M407,","NS,",7,"M4,","M,",YARD,Indiana,41.677391,-85.978436,"Indiana
(41.677391, -85.978436)"
Derailments,2015:03:NS:115026,0,0,1500,49900,0,0,0,ELKHART,3/28/2015 0:00,18:10,2015,2015,"H316,","NS,",7,"H3,","H,",YARD,Indiana,41.677391,-85.978436,"Indiana
(41.677391, -85.978436)"
Other impacts,2015:08:NS:117078,0,0,21800,16957,0,0,0,ELKHART,8/23/2015 0:00,24:45:00,2015,2015,"S099,","NS,",87,"S0,","S,",YARD,Indiana,41.677391,-85.978436,"Indiana
(41.677391, -85.978436)"
Derailments,2015:09:NS:117450,0,0,2000,53850,0,0,0,ELKHART,9/21/2015 0:00,12:15,2015,2015,"S016,","NS,",7,"S0,","S,",YARD,Indiana,41.677391,-85.978436,"Indiana
(41.677391, -85.978436)"
Derailments,2015:10:NS:117824,0,0,2000,12876,0,0,0,ELKHART,10/18/2015 0:00,8:00,2015,2016,"M101,","NS,",7,"M1,","M,",YARD,Indiana,41.677391,-85.978436,"Indiana
(41.677391, -85.978436)"
Derailments,2015:10:NS:117915,0,0,1000,286353,0,0,0,ELKHART,10/25/2015 0:00,5:00,2015,2016,"H601,","NS,",7,"H6,","H,",YARD,Indiana,41.677391,-85.978436,"Indiana
(41.677391, -85.978436)"
Derailments,2015:11:NS:118348,0,0,0,12816,0,0,0,ELKHART,11/24/2015 0:00,8:00,2015,2016,"E61L,","NS,",8,"E6,","E,",YARD,Indiana,41.677391,-85.978436,"Indiana
(41.677391, -85.978436)"
Derailments,2016:04:NS:120052,0,0,16700,2650,0,0,0,ELKHART,4/7/2016 0:00,23:35,2016,2016,"H504,","NS,",7,"H5,","H,",YARD,Indiana,41.677391,-85.978436,"Indiana
(41.677391, -85.978436)"
Derailments,2016:04:NS:120085,0,0,13000,67190,0,0,0,ELKHART,4/11/2016 0:00,9:00,2016,2016,"E44C,M407,","NS,",7,"E4,M4,","E,M,",YARD,Indiana,41.677391,-85.978436,"Indiana
(41.677391, -85.978436)"
Raking collision,2016:06:NS:120978,0,0,0,14115,0,0,0,ELKHART,6/12/2016 0:00,12:47,2016,2016,"M505,","NS,",7,"M5,","M,",YARD,Indiana,41.677391,-85.978436,"Indiana
(41.677391, -85.978436)"
Derailments,2016:07:NS:121141,0,0,500,17894,0,0,0,ELKHART,7/6/2016 0:00,23:40,2016,2016,"H99E,","NS,",7,"H9,","H,",YARD,Indiana,41.677391,-85.978436,"Indiana
(41.677391, -85.978436)"
Derailments,2016:08:NS:121545,0,0,5000,10819,0,0,0,ELKHART,8/3/2016 0:00,22:00,2016,2016,"E39C,","NS,",7,"E3,","E,",YARD,Indiana,41.677391,-85.978436,"Indiana
(41.677391, -85.978436)"
Derailments,2011:11:NS:097067,0,0,0,18435,0,0,0,ELKHART,11/19/2011 0:00,1:00,2011,2012,"H399,","NS,",7,"H3,","H,",YARD,Indiana,41.677526,-85.978167,"Indiana
(41.677526, -85.978167)"
Derailments,2011:11:NS:097123,0,0,200,10500,0,0,0,ELKHART,11/25/2011 0:00,18:15,2011,2012,"T207,","NS,",1,"T2,","T,",YARD,Indiana,41.677526,-85.978167,"Indiana
(41.677526, -85.978167)"
Derailments,2012:01:NS:097562,0,0,19000,220,0,0,0,ELKHART,1/11/2012 0:00,4:30,2012,2012,"S006,","NS,",7,"S0,","S,",YARD,Indiana,41.677526,-85.978167,"Indiana
(41.677526, -85.978167)"
Raking collision,2012:01:NS:097789,0,0,200,34970,0,0,0,ELKHART,1/25/2012 0:00,1:15,2012,2012,"H599,","NS,",74,"H5,","H,",YARD,Indiana,41.677526,-85.978167,"Indiana
(41.677526, -85.978167)"
Raking collision,2012:03:NS:099040,0,0,1000,438500,0,0,0,ELKHART,3/16/2012 0:00,3:15,2012,2012,"M407,","NS,",7,"M4,","M,",YARD,Indiana,41.677526,-85.978167,"Indiana
(41.677526, -85.978167)"
Derailments,2012:04:NS:099378,0,0,700,90000,0,0,0,ELKHART,4/15/2012 0:00,1:15,2012,2012,"M411,","NS,",7,"M4,","M,",YARD,Indiana,41.677526,-85.978167,"Indiana
(41.677526, -85.978167)"
Side collision,2012:11:NS:102076,0,0,0,24600,0,0,0,ELKHART,11/3/2012 0:00,19:50,2012,2013,"H306,","NS,",71,"H3,","H,",YARD,Indiana,41.677526,-85.978167,"Indiana
(41.677526, -85.978167)"
Raking collision,2013:03:NS:103777,0,0,500,17500,0,0,0,ELKHART,3/10/2013 0:00,10:02,2013,2013,"H702,","NS,",7,"H7,","H,",YARD,Indiana,41.677526,-85.978167,"Indiana
(41.677526, -85.978167)"
Raking collision,2013:03:NS:103810,0,0,200,13650,0,0,0,ELKHART,3/12/2013 0:00,15:05,2013,2013,"H702,","NS,",18,"H7,","H,",YARD,Indiana,41.677526,-85.978167,"Indiana
(41.677526, -85.978167)"
Raking collision,2013:03:NS:104063,0,0,16000,1000,0,0,0,ELKHART,3/30/2013 0:00,18:55,2013,2013,"H525,","NS,",71,"H5,","H,",YARD,Indiana,41.677526,-85.978167,"Indiana
(41.677526, -85.978167)"
Raking collision,2013:05:NS:104872,0,0,0,16500,0,0,0,ELKHART,5/30/2013 0:00,24:36:00,2013,2013,"M407,","NS,",7,"M4,","M,",YARD,Indiana,41.677526,-85.978167,"Indiana
(41.677526, -85.978167)"
Raking collision,2013:07:NS:105600,0,0,0,16150,0,0,0,ELKHART,7/20/2013 0:00,1:07,2013,2013,"M407,","NS,",7,"M4,","M,",YARD,Indiana,41.677526,-85.978167,"Indiana
(41.677526, -85.978167)"
Derailments,2016:02:NS:119402,0,1,15000,224406,0,0,0,ELKHART,2/17/2016 0:00,23:57,2016,2016,"H999,","NS,",11,"H9,","H,",YARD,Indiana,41.678191,-85.976911,"Indiana
(41.678191, -85.976911)"
Derailments,2013:08:PAL:2013AUG2D,0,0,72992,998000,0,0,0,HARDIN,8/15/2013 0:00,1:10,2013,2013,"T207,","PAL,",1,"T2,","T,",MAIN,Kentucky,37.847967,-85.971072,"Kentucky
(37.847967, -85.971072)"
Raking collision,2011:12:NS:097455,0,0,0,10125,0,0,0,ELKHART,12/30/2011 0:00,12:15,2011,2012,"M411,","NS,",7,"M4,","M,",YARD,Indiana,41.67746,-85.962885,"Indiana
(41.67746, -85.962885)"
Other events,2014:09:MMRR:MMR623614A,0,0,0,12910,0,0,0,MUSKEGON,9/2/2014 0:00,9:30,2014,2014,"H019,","MMRR,",4,"H0,","H,",MAIN,Michigan,43.465807,-85.957707,"Michigan
(43.465807, -85.957707)"
Derailments,2014:10:CSX:000135987,0,0,150000,1153862,7,1,0,FRANKLIN,10/8/2014 0:00,6:00,2014,2015,"T102,H993,","CSX,",1,"T1,H9,","T,H,",MAIN,Tennessee,35.140592,-85.956078,"Tennessee
(35.140592, -85.956078)"
Derailments,2012:10:PAL:2012OCT1D,0,0,85777,650000,33,10,2,JEFFERSON,10/29/2012 0:00,4:59,2012,2013,"T220,","PAL,",1,"T2,","T,",MAIN,Kentucky,38.00474,-85.93906,"Kentucky
(38.00474, -85.93906)"
Raking collision,2013:11:PAL:2013NOV1D,0,0,0,98000,0,0,0,HARDIN,11/8/2013 0:00,13:25,2013,2014,"S012,H399,","PAL,",1,"S0,H3,","S,H,",MAIN,Kentucky,37.686508,-85.909391,"Kentucky
(37.686508, -85.909391)"
Derailments,2013:08:PAL:2013AUG3D,0,0,10807,700,0,0,0,JEFFERSON,8/28/2013 0:00,14:04,2013,2013,"M599,E79L,","PAL,",8,"M5,E7,","M,E,",INDUSTRY,Kentucky,38.177983,-85.880816,"Kentucky
(38.177983, -85.880816)"
Derailments,2012:12:MQT:MQT1012063,0,0,50000,14000,5,3,0,LAKE,12/28/2012 0:00,21:30,2012,2013,"T110,","MQT,",1,"T1,","T,",YARD,Michigan,43.896976,-85.880061,"Michigan
(43.896976, -85.880061)"
Other impacts,2016:05:MQT:MQT984216S,0,0,0,28000,0,0,0,LAKE,5/29/2016 0:00,13:35,2016,2016,"H302,","MQT,",7,"H3,","H,",YARD,Michigan,43.897165,-85.879664,"Michigan
(43.897165, -85.879664)"
Derailments,2013:05:MQT:MQT381613D,0,0,49627,18266,0,0,0,LAKE,5/24/2013 0:00,2:30,2013,2013,"T110,","MQT,",1,"T1,","T,",YARD,Michigan,43.895405,-85.860756,"Michigan
(43.895405, -85.860756)"
Highway-rail impact,2013:03:NS:103848,0,1,10000,0,0,0,0,KOSCIUSKO,3/15/2013 0:00,8:12,2013,2013,"M302,","NS,",1,"M3,","M,",MAIN,Indiana,41.247318,-85.851734,"Indiana
(41.247318, -85.851734)"
Obstruction impact,2011:06:NS:096169,0,2,0,59542,0,0,0,CALHOUN,6/26/2011 0:00,19:00,2011,2011,"M404,","ATK,NS,",2,"M4,","M,",MAIN,Alabama,33.659826,-85.831632,"Alabama
(33.659826, -85.831632)"
Obstruction impact,2013:03:NS:104204,0,0,0,32334,0,0,0,CALHOUN,3/18/2013 0:00,16:33,2013,2013,"M404,","ATK,NS,",2,"M4,","M,",MAIN,Alabama,33.621838,-85.829229,"Alabama
(33.621838, -85.829229)"
Highway-rail impact,2015:04:CSX:000144214,0,0,494,20980,26,0,0,PIKE,4/4/2015 0:00,23:18,2015,2015,"M302,","CSX,",1,"M3,","M,",MAIN,Alabama,31.793715,-85.824943,"Alabama
(31.793715, -85.824943)"
Derailments,2012:09:GMZ:INDUSTRY,0,0,50,12000,0,0,0,FLOYD,9/5/2012 0:00,23:58,2012,2012,"H306,","CSX,",7,"H3,","H,",INDUSTRY,Indiana,38.332854,-85.822762,"Indiana
(38.332854, -85.822762)"
Derailments,2011:08:LIRC:110802,0,0,15000,12000,0,0,0,SCOTT,8/24/2011 0:00,12:30,2011,2011,"E53C,","LIRC,",1,"E5,","E,",MAIN,Indiana,38.74309,-85.80629,"Indiana
(38.74309, -85.80629)"
Derailments,2015:08:NS:116858,0,0,937,26042,0,0,0,JEFFERSON,8/8/2015 0:00,13:45,2015,2015,"H306,H702,","NS,",7,"H3,H7,","H,",YARD,Kentucky,38.2349,-85.803991,"Kentucky
(38.2349, -85.803991)"
Derailments,2014:12:NS:113620,0,0,1500,18600,0,0,0,JEFFERSON,12/30/2014 0:00,24:10:00,2014,2015,"T110,","NS,",1,"T1,","T,",INDUSTRY,Kentucky,38.249299,-85.802426,"Kentucky
(38.249299, -85.802426)"
Other impacts,2013:10:NS:106826,0,0,500,55335,0,0,0,JEFFERSON,10/18/2013 0:00,18:50,2013,2014,"H020,","NS,",7,"H0,","H,",YARD,Kentucky,38.263508,-85.801427,"Kentucky
(38.263508, -85.801427)"
Derailments,2016:01:NS:118765,0,0,500,38350,0,0,0,JEFFERSON,1/2/2016 0:00,18:45,2016,2016,"H312,","NS,",7,"H3,","H,",YARD,Kentucky,38.263508,-85.801427,"Kentucky
(38.263508, -85.801427)"
Side collision,2016:02:NS:119316,0,0,0,12030,0,0,0,JEFFERSON,2/11/2016 0:00,6:30,2016,2016,"H307,","NS,",18,"H3,","H,",YARD,Kentucky,38.263508,-85.801427,"Kentucky
(38.263508, -85.801427)"
Derailments,2011:07:NS:095439,0,0,0,12200,0,0,0,JEFFERSON,7/5/2011 0:00,9:40,2011,2011,"E65L,","NS,",1,"E6,","E,",YARD,Kentucky,38.263583,-85.801345,"Kentucky
(38.263583, -85.801345)"
Derailments,2012:02:NS:098831,0,0,300,15800,0,0,0,JEFFERSON,2/27/2012 0:00,16:10,2012,2012,"H020,","NS,",7,"H0,","H,",YARD,Kentucky,38.263583,-85.801345,"Kentucky
(38.263583, -85.801345)"
Derailments,2012:09:NS:101335,0,0,27500,37000,0,0,0,JEFFERSON,9/7/2012 0:00,4:20,2012,2012,"H525,","NS,",7,"H5,","H,",YARD,Kentucky,38.263583,-85.801345,"Kentucky
(38.263583, -85.801345)"
Derailments,2012:10:NS:101746,0,0,12000,6000,0,0,0,JEFFERSON,10/9/2012 0:00,18:30,2012,2013,"E07C,","NS,",7,"E0,","E,",YARD,Kentucky,38.263583,-85.801345,"Kentucky
(38.263583, -85.801345)"
Fire/violent rupture,2013:08:NS:106037,0,0,0,20000,0,0,0,JEFFERSON,8/20/2013 0:00,8:50,2013,2013,"M406,","NS,",7,"M4,","M,",YARD,Kentucky,38.263583,-85.801345,"Kentucky
(38.263583, -85.801345)"
Derailments,2011:06:NS:095327,0,0,0,11925,0,0,0,JEFFERSON,6/24/2011 0:00,14:15,2011,2011,"H303,","NS,",8,"H3,","H,",YARD,Kentucky,38.263583,-85.8013,"Kentucky
(38.263583, -85.8013)"
Derailments,2013:07:MQT:MQT399913D,0,0,115000,320000,0,0,0,NEWAYGO,7/8/2013 0:00,4:10,2013,2013,"T110,","MQT,",1,"T1,","T,",MAIN,Michigan,43.598889,-85.800277,"Michigan
(43.598889, -85.800277)"
Derailments,2013:06:XMIA:INDUSTRY,0,0,3500,87500,0,0,0,NEWAYGO,6/16/2013 0:00,20:40,2013,2013,"T110,","MQT,",1,"T1,","T,",INDUSTRY,Michigan,43.416944,-85.798611,"Michigan
(43.416944, -85.798611)"
Derailments,2012:04:NS:099363,0,0,1000,35100,0,0,0,JEFFERSON,4/13/2012 0:00,9:00,2012,2012,"M405,","NS,",1,"M4,","M,",YARD,Kentucky,38.276451,-85.798592,"Kentucky
(38.276451, -85.798592)"
Derailments,2012:04:NS:099371,0,0,500,11000,0,0,0,JEFFERSON,4/14/2012 0:00,6:08,2012,2012,"M405,","NS,",1,"M4,","M,",MAIN,Kentucky,38.276451,-85.798592,"Kentucky
(38.276451, -85.798592)"
Derailments,2015:03:LIRC:030120151,0,0,100000,40000,0,0,0,SCOTT,3/1/2015 0:00,23:10,2015,2015,"T111,T206,","LIRC,",1,"T1,T2,","T,",SIDING,Indiana,38.665874,-85.771281,"Indiana
(38.665874, -85.771281)"
Derailments,2014:05:LIRC:051720141,0,0,150000,144126,0,0,0,SCOTT,5/17/2014 0:00,8:30,2014,2014,"T111,","CSX,LIRC,",1,"T1,","T,",MAIN,Indiana,38.691469,-85.771,"Indiana
(38.691469, -85.771)"
Derailments,2013:10:LIRC:100920131,0,0,6062,4678,0,0,0,CLARK,10/9/2013 0:00,7:00,2013,2014,"T314,","LIRC,",1,"T3,","T,",MAIN,Indiana,38.281012,-85.752734,"Indiana
(38.281012, -85.752734)"
Derailments,2014:07:LIRC:07041401,0,0,60000,43200,0,0,0,CLARK,7/4/2014 0:00,4:00,2014,2014,"T221,","LIRC,",1,"T2,","T,",YARD,Indiana,38.299039,-85.752195,"Indiana
(38.299039, -85.752195)"
Derailments,2012:01:NS:097729,0,0,11500,60000,0,0,0,JEFFERSON,1/21/2012 0:00,12:25,2012,2012,"T110,","NS,",1,"T1,","T,",YARD,Kentucky,38.256065,-85.75154,"Kentucky
(38.256065, -85.75154)"
Derailments,2014:01:LIRC:012120141,0,0,5500,32750,0,0,0,CLARK,1/21/2014 0:00,8:15,2014,2014,"T207,","LIRC,",7,"T2,","T,",YARD,Indiana,38.305,-85.751,"Indiana
(38.305, -85.751)"
Obstruction impact,2014:09:CSX:000134940,0,2,0,14217,0,0,0,JEFFERSON,9/15/2014 0:00,11:20,2014,2014,"H402,H993,","CSX,",NA,"H4,H9,","H,",YARD,Kentucky,38.166386,-85.750644,"Kentucky
(38.166386, -85.750644)"
Side collision,2015:05:CSX:000146041,0,0,600,19076,0,0,0,JEFFERSON,5/10/2015 0:00,8:27,2015,2015,"H509,","CSX,",78,"H5,","H,",YARD,Kentucky,38.166386,-85.750644,"Kentucky
(38.166386, -85.750644)"
Derailments,2016:03:CSX:000158214,0,0,4136,71295,0,0,0,JEFFERSON,3/16/2016 0:00,11:15,2016,2016,"T207,","CSX,",87,"T2,","T,",YARD,Kentucky,38.166386,-85.750644,"Kentucky
(38.166386, -85.750644)"
Derailments,2011:02:CSX:000085063,0,0,100,10515,0,0,0,JEFFERSON,2/8/2011 0:00,21:00,2011,2011,"T207,","CSX,",1,"T2,","T,",YARD,Kentucky,38.161929,-85.749464,"Kentucky
(38.161929, -85.749464)"
Derailments,2012:04:CSX:000103184,0,0,2000,16781,3,0,0,JEFFERSON,4/27/2012 0:00,24:55:00,2012,2012,"M405,","CSX,",7,"M4,","M,",YARD,Kentucky,38.161929,-85.749464,"Kentucky
(38.161929, -85.749464)"
Other impacts,2012:06:CSX:000104935,0,0,1000,28575,0,0,0,JEFFERSON,6/17/2012 0:00,12:16,2012,2012,"H305,","CSX,",7,"H3,","H,",YARD,Kentucky,38.161929,-85.749464,"Kentucky
(38.161929, -85.749464)"
Side collision,2013:10:CSX:000121353,0,0,1000,17815,2,0,0,JEFFERSON,10/6/2013 0:00,1:45,2013,2014,"H301,","CSX,",17,"H3,","H,",YARD,Kentucky,38.161929,-85.749464,"Kentucky
(38.161929, -85.749464)"
Side collision,2014:03:CSX:000127019,0,0,8500,20428,0,0,0,JEFFERSON,3/10/2014 0:00,12:50,2014,2014,"H306,","CSX,",87,"H3,","H,",YARD,Kentucky,38.161929,-85.749464,"Kentucky
(38.161929, -85.749464)"
Derailments,2014:03:CSX:000127355,0,0,850,53667,0,0,0,JEFFERSON,3/17/2014 0:00,13:00,2014,2014,"M404,","CSX,",7,"M4,","M,",YARD,Kentucky,38.161929,-85.749464,"Kentucky
(38.161929, -85.749464)"
Derailments,2014:09:FMCZ:INDUSTRY,0,0,8000,27096,0,0,0,JEFFERSON,9/2/2014 0:00,21:00,2014,2014,"H702,","CSX,",7,"H7,","H,",INDUSTRY,Kentucky,38.160785,-85.749194,"Kentucky
(38.160785, -85.749194)"
Derailments,2015:05:CSX:000145819,0,0,300,15781,0,0,0,JEFFERSON,5/5/2015 0:00,12:01,2015,2015,"E33C,","CSX,",7,"E3,","E,",YARD,Kentucky,38.160785,-85.749194,"Kentucky
(38.160785, -85.749194)"
Other impacts,2015:05:CSX:000146255,0,0,6997,28518,1,1,0,JEFFERSON,5/15/2015 0:00,5:40,2015,2015,"T110,","CSX,",7,"T1,","T,",YARD,Kentucky,38.160785,-85.749194,"Kentucky
(38.160785, -85.749194)"
Derailments,2015:10:CSX:000152941,0,0,251,11660,0,0,0,JEFFERSON,10/6/2015 0:00,22:35,2015,2016,"E09C,","CSX,",6,"E0,","E,",YARD,Kentucky,38.160785,-85.749194,"Kentucky
(38.160785, -85.749194)"
Side collision,2016:02:CSX:000156811,0,0,0,32423,0,0,0,JEFFERSON,2/4/2016 0:00,2:53,2016,2016,"H305,","CSX,",7,"H3,","H,",YARD,Kentucky,38.160709,-85.749174,"Kentucky
(38.160709, -85.749174)"
Derailments,2016:08:CSX:000162005,0,0,6024,20865,0,0,0,JEFFERSON,8/8/2016 0:00,18:47,2016,2016,"M405,","CSX,",7,"M4,","M,",YARD,Kentucky,38.160709,-85.749174,"Kentucky
(38.160709, -85.749174)"
Derailments,2012:05:WGCR:WGCR120237,0,0,81956,0,0,0,0,DALE,5/21/2012 0:00,11:02,2012,2012,"T109,","WGCR,",1,"T1,","T,",MAIN,Alabama,31.321674,-85.746059,"Alabama
(31.321674, -85.746059)"
Highway-rail impact,2013:08:NS:106173,2,0,15000,100,7,0,0,KOSCIUSKO,8/30/2013 0:00,4:35,2013,2013,"M308,","NS,",1,"M3,","M,",MAIN,Indiana,41.104701,-85.743488,"Indiana
(41.104701, -85.743488)"
Highway-rail impact,2015:01:NS:113911,0,0,15000,0,0,0,0,GRANT,1/2/2015 0:00,11:20,2015,2015,"M302,","NS,",6,"M3,","M,",YARD,Indiana,40.560385,-85.712413,"Indiana
(40.560385, -85.712413)"
Derailments,2011:07:CSX:000091427,0,0,54600,662897,19,5,0,SHELBY,7/6/2011 0:00,17:41,2011,2011,"T111,","CSX,",1,"T1,","T,",MAIN,Indiana,39.679195,-85.712022,"Indiana
(39.679195, -85.712022)"
Highway-rail impact,2016:03:CSX:000158557,1,0,10000,1460,15,0,0,BULLITT,3/29/2016 0:00,8:36,2016,2016,"M303,","CSX,",1,"M3,","M,",MAIN,Kentucky,38.039466,-85.709594,"Kentucky
(38.039466, -85.709594)"
Derailments,2011:06:CSX:000091160,0,0,134400,439840,0,0,0,BULLITT,6/30/2011 0:00,15:15,2011,2011,"M506,","CSX,",1,"M5,","M,",MAIN,Kentucky,38.032666,-85.709012,"Kentucky
(38.032666, -85.709012)"
Other events,2014:01:MQT:MQT5037414,0,0,0,60000,0,0,0,KENT,1/23/2014 0:00,7:51,2014,2014,"H020,","MQT,",1,"H0,","H,",MAIN,Michigan,43.159511,-85.703677,"Michigan
(43.159511, -85.703677)"
Derailments,2013:01:CSX:000112337,0,0,100,70000,1,0,0,CLARK,1/27/2013 0:00,6:05,2013,2013,"H307,","CSX,",1,"H3,","H,",INDUSTRY,Indiana,38.35869,-85.702793,"Indiana
(38.35869, -85.702793)"
Derailments,2016:08:CSX:000161793,0,0,3975,7000,0,0,0,KENT,8/2/2016 0:00,19:21,2016,2016,"H702,","CSX,",7,"H7,","H,",YARD,Michigan,42.952673,-85.684184,"Michigan
(42.952673, -85.684184)"
Highway-rail impact,2015:03:CSX:000142608,0,0,47355,0,6,0,0,SHELBY,3/6/2015 0:00,11:00,2015,2015,"M303,M302,","CSX,",1,"M3,","M,",MAIN,Indiana,39.671076,-85.680627,"Indiana
(39.671076, -85.680627)"
Derailments,2013:06:CSX:000117350,0,0,7000,17574,0,0,0,KENT,6/14/2013 0:00,16:00,2013,2013,"T110,","CSX,",1,"T1,","T,",YARD,Michigan,42.954669,-85.678072,"Michigan
(42.954669, -85.678072)"
Obstruction impact,2014:02:GDLK:M711814,0,0,15000,0,0,0,0,KENT,2/27/2014 0:00,17:30,2014,2014,"H307,","GDLK,",1,"H3,","H,",INDUSTRY,Michigan,42.887,-85.676,"Michigan
(42.887, -85.676)"
Derailments,2014:01:CSX:000124705,0,0,5000,43000,0,0,0,MADISON,1/11/2014 0:00,23:04,2014,2014,"T210,","CSX,",1,"T2,","T,",INDUSTRY,Indiana,40.061877,-85.667296,"Indiana
(40.061877, -85.667296)"
Derailments,2013:09:NS:106503,0,0,2000,12200,0,0,0,GRANT,9/24/2013 0:00,2:45,2013,2013,"H702,","NS,",7,"H7,","H,",YARD,Indiana,40.54906,-85.656921,"Indiana
(40.54906, -85.656921)"
Derailments,2012:08:NS:101094,0,0,3000,46000,0,0,0,GRANT,8/21/2012 0:00,24:45:00,2012,2012,"T210,","CERA,NS,",1,"T2,","T,",YARD,Indiana,40.54858,-85.656332,"Indiana
(40.54858, -85.656332)"
Derailments,2012:11:MSO:11162012,0,0,16203,48300,0,0,0,ST JOSEPH,11/16/2012 0:00,16:01,2012,2013,"T110,T105,","MSO,",1,"T1,","T,",MAIN,Michigan,41.7935,-85.646,"Michigan
(41.7935, -85.646)"
Derailments,2015:03:BAYL:BAY674615,0,0,30000,60000,0,0,0,BAY,3/21/2015 0:00,9:08,2015,2015,"T103,","BAYL,",1,"T1,","T,",YARD,Florida,30.185513,-85.645911,"Florida
(30.185513, -85.645911)"
Derailments,2012:01:GDLK:D710412,0,0,12498,11183,0,0,0,ST JOSEPH,1/28/2012 0:00,4:50,2012,2012,"E53C,","GDLK,",1,"E5,","E,",MAIN,Michigan,41.958954,-85.638178,"Michigan
(41.958954, -85.638178)"
Derailments,2012:03:NS:099167,0,0,178000,1133523,14,11,1,NOBLE,3/27/2012 0:00,4:40,2012,2012,"T299,","NS,",1,"T2,","T,",MAIN,Indiana,41.488846,-85.630244,"Indiana
(41.488846, -85.630244)"
Derailments,2016:05:NS:120622,0,0,325000,660838,0,0,0,WHITLEY,5/23/2016 0:00,22:40,2016,2016,"T312,","NS,",1,"T3,","T,",MAIN,Indiana,41.08846,-85.627896,"Indiana
(41.08846, -85.627896)"
Derailments,2012:10:MSO:10312012,0,0,12000,815,0,0,0,ST JOSEPH,10/31/2012 0:00,14:45,2012,2013,"T110,T105,","MSO,",1,"T1,","T,",YARD,Michigan,41.79159,-85.62555,"Michigan
(41.79159, -85.62555)"
Highway-rail impact,2014:03:GDLK:X712114,1,1,10000,97000,0,0,0,ST JOSEPH,3/20/2014 0:00,16:54,2014,2014,"M302,","GDLK,",1,"M3,","M,",MAIN,Michigan,41.783,-85.622,"Michigan
(41.783, -85.622)"
Highway-rail impact,2015:03:CSX:000143808,0,0,0,19219,5,0,0,JEFFERSON,3/27/2015 0:00,23:45,2015,2015,"M302,","CSX,",1,"M3,","M,",MAIN,Kentucky,38.261985,-85.606645,"Kentucky
(38.261985, -85.606645)"
Derailments,2015:02:CSX:000142242,0,0,46134,75431,0,0,0,DALE,2/27/2015 0:00,3:05,2015,2015,"T111,","CSX,",1,"T1,","T,",SIDING,Alabama,31.355725,-85.598774,"Alabama
(31.355725, -85.598774)"
